1493658833583,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658833758,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658833904,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658834034,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658834190,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658834337,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658834487,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658834647,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658834790,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658834919,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
1493658835094,84:d4:7e:6a:38:23,-80;,84:d4:7e:6a:38:24,-79;,f8:1a:67:a6:01:a8,-68;,9c:1c:12:f3:52:03,-86;,9c:1c:12:c0:2c:61,-81;,9c:1c:12:c0:2c:63,-81;,ac:a3:1e:07:19:e0,-82;,9c:1c:12:c0:2c:60,-81;,62:f1:89:1a:6c:35,-84;,9c:1c:12:c0:2c:64,-81;,9c:1c:12:f3:52:04,-87;,ac:a3:1e:07:05:44,-86;,9c:1c:12:c0:2c:62,-81;,9c:1c:12:f3:38:23,-81;,9c:1c:12:f3:38:21,-82;,9c:1c:12:f3:38:20,-81;,ac:a3:1e:07:05:43,-86;,9c:1c:12:f3:38:24,-81;,9c:1c:12:f3:38:22,-82;,ac:a3:1e:81:1d:84,-76;,40:e3:d6:24:03:e0,-74;,40:e3:d6:24:03:e3,-74;,40:e3:d6:24:03:e1,-74;,ac:a3:1e:81:1d:83,-77;,ac:a3:1e:07:19:e1,-83;,9c:1c:12:f3:52:01,-86;,ac:a3:1e:07:05:41,-86;,5c:49:79:43:03:ea,-90;,10:fe:ed:dd:3c:76,-90;,40:e3:d6:24:03:e2,-73;,40:e3:d6:24:03:e4,-74;,ac:a3:1e:81:1d:82,-76;,ac:a3:1e:07:05:42,-82;,,903d185fccf839df
