1491900856646,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900856922,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900856932,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900857253,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900857267,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900857527,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900857542,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900857825,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900857837,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900858128,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900858140,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900858437,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900858461,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900858720,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900858731,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900859073,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900859090,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900859363,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
1491900859374,98:de:d0:31:71:da,-80;,84:d4:7e:6a:38:20,-57;,84:d4:7e:6a:38:23,-57;,84:d4:7e:6a:38:21,-57;,84:d4:7e:69:d7:83,-69;,84:d4:7e:69:d7:81,-68;,84:d4:7e:69:d7:80,-75;,84:d4:7e:6a:38:22,-57;,84:d4:7e:69:d7:82,-69;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:38:21,-85;,ac:a3:1e:81:1d:80,-82;,ac:a3:1e:81:1d:82,-82;,ac:a3:1e:81:1d:83,-82;,ac:a3:1e:81:1d:81,-82;,ac:a3:1e:07:19:e3,-76;,d8:50:e6:aa:36:82,-81;,ac:a3:1e:07:19:e1,-76;,ac:a3:1e:07:19:e0,-76;,ac:a3:1e:07:19:e2,-76;,ac:a3:1e:07:05:41,-83;,9c:1c:12:f3:38:20,-85;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:60,-87;,24:de:c6:0f:f6:a3,-87;,ac:a3:1e:07:1a:42,-82;,9c:1c:12:c0:2c:62,-87;,40:e3:d6:24:03:e3,-81;,ac:a3:1e:07:1a:40,-82;,9c:1c:12:f3:52:03,-82;,ac:a3:1e:07:1a:41,-83;,9c:1c:12:f3:52:01,-83;,40:e3:d6:24:03:e2,-80;,9c:1c:12:f3:52:02,-83;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,,903d185fccf839df
