1493663061834,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663061844,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663062138,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663062149,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663062435,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663062445,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663062737,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663062749,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663063046,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663063058,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663063342,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663063356,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663063665,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663063679,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663064005,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663064071,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663064281,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
1493663064291,98:de:d0:31:71:da,-78;,84:d4:7e:6a:38:23,-68;,84:d4:7e:6a:38:21,-68;,84:d4:7e:6a:38:20,-61;,84:d4:7e:6a:38:24,-68;,84:d4:7e:6a:38:22,-68;,84:d4:7e:69:d7:80,-68;,84:d4:7e:69:d7:81,-69;,84:d4:7e:69:d7:82,-67;,9c:1c:12:f3:38:21,-84;,9c:1c:12:c0:2c:61,-85;,9c:1c:12:c0:2c:63,-84;,9c:1c:12:f3:38:23,-83;,9c:1c:12:c0:2c:62,-84;,9c:1c:12:f3:38:24,-82;,9c:1c:12:c0:2c:64,-84;,9c:1c:12:f3:38:22,-84;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:f3:38:20,-83;,84:d4:7e:69:d7:83,-69;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:44,-84;,ac:a3:1e:07:19:e1,-80;,ac:a3:1e:07:19:e0,-80;,f8:1a:67:a6:01:a8,-82;,ac:a3:1e:07:05:43,-85;,ac:a3:1e:07:19:e3,-80;,62:f1:89:1a:6c:35,-90;,ac:a3:1e:07:05:42,-85;,ac:a3:1e:07:19:e2,-80;,ac:a3:1e:07:19:e4,-79;,ac:a3:1e:81:1d:80,-76;,ac:a3:1e:81:1d:83,-76;,40:e3:d6:24:03:e3,-77;,40:e3:d6:24:03:e0,-78;,d8:50:e6:aa:36:82,-91;,ac:a3:1e:81:1d:82,-76;,40:e3:d6:24:03:e4,-77;,40:e3:d6:24:03:e2,-78;,,903d185fccf839df
