1495451692636,58:8b:f3:f7:e8:3e,-75;,18:83:bf:e5:a5:df,-71;,c0:25:06:ef:f8:b4,-78;,ce:ce:1e:56:a7:e7,-79;,cc:ce:1e:56:a7:e7,-81;,30:b5:c2:d7:84:e9,-87;,68:a0:f6:33:e5:40,-85;,a8:d3:f7:00:9e:9a,-76;,08:7a:4c:01:93:92,-76;,34:31:c4:4f:6f:eb,-82;,00:26:5b:fb:cb:f8,-82;,34:31:c4:c2:37:42,-86;,c8:0e:14:1b:0a:0b,-86;,8a:25:2c:33:73:5c,-87;,5c:dc:96:d1:fe:b3,-88;,b4:a5:ef:02:0f:04,-89;,08:7a:4c:01:93:93,-77;,6a:74:52:38:d1:38,-88;,,903d185fccf839df
1495451697104,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451697411,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451697709,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451698022,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451698303,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451698611,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451698895,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451699215,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451699497,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451699821,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451700110,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451700401,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451700714,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
1495451701005,58:8b:f3:f7:e8:3e,-72;,18:83:bf:e5:a5:df,-69;,c0:25:06:ef:f8:b4,-75;,ce:ce:1e:56:a7:e7,-73;,cc:ce:1e:56:a7:e7,-73;,68:a0:f6:33:e5:40,-75;,a8:d3:f7:00:9e:9a,-72;,08:7a:4c:01:93:92,-78;,00:26:5b:fb:cb:f8,-78;,8a:25:2c:33:73:5c,-84;,08:7a:4c:01:93:93,-77;,38:10:d5:a0:93:57,-77;,0c:47:3d:fc:bf:68,-77;,54:67:51:4c:24:87,-81;,f4:f2:6d:d5:3a:cc,-82;,c4:e9:84:e3:50:42,-82;,90:5c:44:06:c2:cf,-83;,dc:53:7c:95:02:1a,-83;,a0:e4:cb:38:0f:38,-85;,64:ae:0c:ea:0d:00,-87;,64:ae:0c:ea:0d:01,-88;,b4:a5:ef:31:bb:b4,-88;,c0:25:06:0e:8f:0b,-89;,4a:67:51:84:84:4a,-85;,,903d185fccf839df
